Item,Item Description,Planner,Order Type,Order#,Ln#,Ordered Date,Line Creation Date,Line Update Date,Request Date,Schedule Date,Promise Date,Open_Qty,Price,Extended Price,Item Cost ,Material_Cost,Material_OH_Cost,Resource_Cost,Overhead_Cost,OSP_Cost,Customer Name,Address Line 1,Address Line 2,Address Line 3,Address Line 4
YT426744-AB-803,CORE SBRA 1015 - SC 67.17 55.15 XP CRATE,3,YTS-DOMESTIC,563401.0,3.0,2021-02-18,2021-03-03,2021-04-01,2021-05-11,2021-05-03,2021-05-11,3.0,10532.0,31710.0,6978.24596,4926.19138,,380.89791,1671.15667,,CATERPILLAR INC,CLAYTON OHIO INBOUND PROCESSING CTR,6611 HOKE ROAD,"Clayton,OH 45315 - US",
YT426744-AB-803,CORE SBRA 1015 - SC 67.17 55.15 XP CRATE,3,YTS-DOMESTIC,563401.0,5.0,2021-02-18,2021-04-08,2021-04-08,2021-06-08,2021-06-07,2021-06-08,1.0,10532.0,10570.0,6978.24596,4926.19138,,380.89791,1671.15667,,CATERPILLAR INC,CLAYTON OHIO INBOUND PROCESSING CTR,6611 HOKE ROAD,"Clayton,OH 45315 - US",
YT426744-AB-803,CORE SBRA 1015 - SC 67.17 55.15 XP CRATE,3,YTS-DOMESTIC,563401.0,6.0,2021-02-18,2021-04-08,2021-04-08,2021-06-15,2021-06-14,2021-06-15,3.0,10532.0,31710.0,6978.24596,4926.19138,,380.89791,1671.15667,,CATERPILLAR INC,CLAYTON OHIO INBOUND PROCESSING CTR,6611 HOKE ROAD,"Clayton,OH 45315 - US",
YT426744-AB-803,CORE SBRA 1015 - SC 67.17 55.15 XP CRATE,3,YTS-DOMESTIC,563401.0,7.0,2021-02-18,2021-04-21,2021-04-22,2021-06-29,2021-06-28,2021-06-29,4.0,10532.0,42280.0,6978.24596,4926.19138,,380.89791,1671.15667,,CATERPILLAR INC,CLAYTON OHIO INBOUND PROCESSING CTR,6611 HOKE ROAD,"Clayton,OH 45315 - US",
YT427592-806,CAC & FRAME ASY PAL CB BOX,3,YTS-DOMESTIC,563926.0,1.0,2021-04-13,2021-04-13,2021-04-15,2021-08-21,2021-08-12,2021-08-12,5.0,2270.0,11350.0,1188.66718,895.5968,,54.23223,226.79815,12.04,THE AFTERMARKET PARTS COMPANY LLC,NFI PARTS NJ2 EAST BRUNSWICK DISTRIBUTION CTR,35 COTTERS LN #D,"East Brunswick,NJ 08816 - US",
YT427638-806,NABI RAD YTF 106 - PAL CB BOX,3,YTS-DOMESTIC,563493.0,1.0,2021-02-26,2021-02-26,2021-03-04,2021-05-21,2021-05-13,2021-05-13,3.0,3015.0,9045.0,2057.7539,829.26489,,229.78131,998.70766,4e-05,THE AFTERMARKET PARTS COMPANY LLC,NFI PARTS NJ2 EAST BRUNSWICK DISTRIBUTION CTR,35 COTTERS LN #D,"East Brunswick,NJ 08816 - US",
YT427638-806,NABI RAD YTF 106 - PAL CB BOX,3,YTS-DOMESTIC,563775.0,1.0,2021-03-29,2021-03-29,2021-03-30,2021-06-21,2021-06-14,2021-06-14,3.0,3015.0,9045.0,2057.7539,829.26489,,229.78131,998.70766,4e-05,THE AFTERMARKET PARTS COMPANY LLC,NFI PARTS NJ2 EAST BRUNSWICK DISTRIBUTION CTR,35 COTTERS LN #D,"East Brunswick,NJ 08816 - US",
YT427749-805,LH BANK AXB 113 AXB 107 SD70 SAUDI STD PAL/PLY - FINAL ASSEMBLY 40166005,3,YTS-DOMESTIC,563532.0,1.0,2021-03-02,2021-03-02,2021-04-14,2021-07-09,2021-07-09,2021-07-09,10.0,11734.0,182380.0,16092.85661,11222.67795,,910.42467,3959.75398,1e-05,PROGRESS RAIL LOCOMOTIVE INC.,BLVD ANTONIO ROCHA CORDERO #300,COL EL AGUAJE,"SAN LUIS POTOSI,SAN LUIS POTOSI 78380 - MX",
YT427749-805,LH BANK AXB 113 AXB 107 SD70 SAUDI STD PAL/PLY - FINAL ASSEMBLY 40166005,3,YTS-DOMESTIC,563532.0,2.0,2021-03-02,2021-03-09,2021-04-14,2021-07-09,2021-07-16,2021-07-16,10.0,11734.0,182380.0,16092.85661,11222.67795,,910.42467,3959.75398,1e-05,PROGRESS RAIL LOCOMOTIVE INC.,BLVD ANTONIO ROCHA CORDERO #300,COL EL AGUAJE,"SAN LUIS POTOSI,SAN LUIS POTOSI 78380 - MX",
YT427749-805,LH BANK AXB 113 AXB 107 SD70 SAUDI STD PAL/PLY - FINAL ASSEMBLY 40166005,3,YTS-DOMESTIC,563535.0,1.0,2021-03-02,2021-03-02,2021-04-14,2021-07-23,2021-07-23,2021-07-23,1.0,11734.0,18238.0,16092.85661,11222.67795,,910.42467,3959.75398,1e-05,PROGRESS RAIL LOCOMOTIVE INC.,BLVD ANTONIO ROCHA CORDERO #300,COL EL AGUAJE,"SAN LUIS POTOSI,SAN LUIS POTOSI 78380 - MX",
YT427749-805,LH BANK AXB 113 AXB 107 SD70 SAUDI STD PAL/PLY - FINAL ASSEMBLY 40166005,3,YTS-DOMESTIC,563534.0,1.0,2021-03-02,2021-03-02,2021-04-14,2021-07-16,2021-07-23,2021-07-23,3.0,11734.0,54714.0,16092.85661,11222.67795,,910.42467,3959.75398,1e-05,PROGRESS RAIL LOCOMOTIVE INC.,BLVD ANTONIO ROCHA CORDERO #300,COL EL AGUAJE,"SAN LUIS POTOSI,SAN LUIS POTOSI 78380 - MX",
YT427749-805,LH BANK AXB 113 AXB 107 SD70 SAUDI STD PAL/PLY - FINAL ASSEMBLY 40166005,3,YTS-DOMESTIC,563532.0,3.0,2021-03-02,2021-03-09,2021-04-14,2021-07-09,2021-07-23,2021-07-23,7.0,11734.0,127666.0,16092.85661,11222.67795,,910.42467,3959.75398,1e-05,PROGRESS RAIL LOCOMOTIVE INC.,BLVD ANTONIO ROCHA CORDERO #300,COL EL AGUAJE,"SAN LUIS POTOSI,SAN LUIS POTOSI 78380 - MX",
YT427750-805,RH BANK AXB 113 AXB 107 SD70 SAUDI STD PAL/PLY - FINAL ASSEMBLY 40166003,3,YTS-DOMESTIC,563536.0,1.0,2021-03-02,2021-03-02,2021-04-14,2021-04-16,2021-07-09,2021-07-09,10.0,11741.0,182450.0,16092.85661,11222.67795,,910.42467,3959.75398,1e-05,PROGRESS RAIL LOCOMOTIVE INC.,BLVD ANTONIO ROCHA CORDERO #300,COL EL AGUAJE,"SAN LUIS POTOSI,SAN LUIS POTOSI 78380 - MX",
YT427750-805,RH BANK AXB 113 AXB 107 SD70 SAUDI STD PAL/PLY - FINAL ASSEMBLY 40166003,3,YTS-DOMESTIC,563536.0,2.0,2021-03-02,2021-03-09,2021-04-14,2021-04-16,2021-07-16,2021-07-16,10.0,11741.0,182450.0,16092.85661,11222.67795,,910.42467,3959.75398,1e-05,PROGRESS RAIL LOCOMOTIVE INC.,BLVD ANTONIO ROCHA CORDERO #300,COL EL AGUAJE,"SAN LUIS POTOSI,SAN LUIS POTOSI 78380 - MX",
YT427750-805,RH BANK AXB 113 AXB 107 SD70 SAUDI STD PAL/PLY - FINAL ASSEMBLY 40166003,3,YTS-DOMESTIC,563536.0,3.0,2021-03-02,2021-03-09,2021-04-14,2021-04-16,2021-07-23,2021-07-23,7.0,11741.0,127715.0,16092.85661,11222.67795,,910.42467,3959.75398,1e-05,PROGRESS RAIL LOCOMOTIVE INC.,BLVD ANTONIO ROCHA CORDERO #300,COL EL AGUAJE,"SAN LUIS POTOSI,SAN LUIS POTOSI 78380 - MX",
YT427750-805,RH BANK AXB 113 AXB 107 SD70 SAUDI STD PAL/PLY - FINAL ASSEMBLY 40166003,3,YTS-DOMESTIC,563538.0,1.0,2021-03-02,2021-03-02,2021-04-14,2021-05-17,2021-07-23,2021-07-23,1.0,11741.0,18245.0,16092.85661,11222.67795,,910.42467,3959.75398,1e-05,PROGRESS RAIL LOCOMOTIVE INC.,BLVD ANTONIO ROCHA CORDERO #300,COL EL AGUAJE,"SAN LUIS POTOSI,SAN LUIS POTOSI 78380 - MX",
YT427750-805,RH BANK AXB 113 AXB 107 SD70 SAUDI STD PAL/PLY - FINAL ASSEMBLY 40166003,3,YTS-DOMESTIC,563537.0,1.0,2021-03-02,2021-03-02,2021-04-14,2021-04-29,2021-07-23,2021-07-23,3.0,11741.0,54735.0,16092.85661,11222.67795,,910.42467,3959.75398,1e-05,PROGRESS RAIL LOCOMOTIVE INC.,BLVD ANTONIO ROCHA CORDERO #300,COL EL AGUAJE,"SAN LUIS POTOSI,SAN LUIS POTOSI 78380 - MX",
YT431243-805,EMD BANK AXB 106 LH STD PAL/PLY 9333554 - FINAL ASSEMBLY,3,YTS-DOMESTIC,563457.0,1.0,2021-02-23,2021-02-23,2021-03-04,2021-06-21,2021-06-16,2021-06-16,4.0,12975.2,51900.8,9977.31095,6199.74963,,701.64195,3075.91937,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT431244-805,EMD BANK AXB 106 RH STD PAL/PLY 9333553 - FINAL ASSEMBLY,3,YTS-DOMESTIC,563456.0,1.0,2021-02-23,2021-02-23,2021-03-04,2021-05-13,2021-05-07,2021-05-07,2.0,13440.0,26880.0,9977.31095,6199.74963,,701.64195,3075.91937,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,562999.0,1.0,2020-12-30,2020-12-30,2021-04-08,2021-06-29,2021-04-23,2021-04-23,2.0,4179.84,8359.68,3261.4254,1976.40925,,258.07744,1026.93871,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,563080.0,1.0,2021-01-13,2021-01-13,2021-04-08,2021-07-09,2021-05-07,2021-05-07,2.0,4179.84,8359.68,3261.4254,1976.40925,,258.07744,1026.93871,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,563341.0,1.0,2021-02-10,2021-02-10,2021-04-08,2021-08-03,2021-05-14,2021-05-20,4.0,4179.84,16719.36,3261.4254,1976.40925,,258.07744,1026.93871,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,563548.0,1.0,2021-03-03,2021-03-03,2021-04-08,2021-07-29,2021-05-14,2021-05-17,2.0,4179.84,8359.68,3261.4254,1976.40925,,258.07744,1026.93871,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,563188.0,1.0,2021-01-25,2021-01-25,2021-04-08,2021-07-21,2021-05-17,2021-05-17,2.0,4179.84,8359.68,3261.4254,1976.40925,,258.07744,1026.93871,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,563638.0,1.0,2021-03-11,2021-03-11,2021-04-08,2021-08-20,2021-06-04,2021-06-04,2.0,4179.84,8359.68,3261.4254,1976.40925,,258.07744,1026.93871,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,563408.0,1.0,2021-02-18,2021-02-18,2021-04-08,2021-08-10,2021-06-04,2021-06-04,2.0,4179.84,8359.68,3261.4254,1976.40925,,258.07744,1026.93871,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,563509.0,1.0,2021-03-01,2021-03-01,2021-04-08,2021-08-20,2021-06-04,2021-06-09,2.0,4179.84,8359.68,3261.4254,1976.40925,,258.07744,1026.93871,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,563582.0,1.0,2021-03-09,2021-03-09,2021-04-08,2021-08-31,2021-06-11,2021-06-18,2.0,4179.84,8359.68,3261.4254,1976.40925,,258.07744,1026.93871,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,563643.0,1.0,2021-03-11,2021-03-11,2021-04-07,2021-10-05,2021-07-16,2021-07-16,2.0,4179.84,8359.68,3261.4254,1976.40925,,258.07744,1026.93871,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,563000.0,1.0,2020-12-30,2020-12-30,2021-04-22,2021-06-29,2021-04-23,2021-04-30,2.0,4140.67,8281.34,3230.8614,1976.40925,,251.40244,1003.04971,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,563079.0,1.0,2021-01-13,2021-01-13,2021-04-08,2021-07-09,2021-05-07,2021-05-07,2.0,4140.67,8281.34,3230.8614,1976.40925,,251.40244,1003.04971,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,563346.0,1.0,2021-02-10,2021-02-10,2021-04-08,2021-08-03,2021-05-14,2021-05-20,4.0,4140.67,16562.68,3230.8614,1976.40925,,251.40244,1003.04971,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,563318.0,1.0,2021-02-08,2021-02-08,2021-04-08,2021-07-26,2021-05-17,2021-05-17,2.0,4140.67,8281.34,3230.8614,1976.40925,,251.40244,1003.04971,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,563189.0,1.0,2021-01-25,2021-01-25,2021-04-08,2021-07-21,2021-05-17,2021-05-17,2.0,4140.67,8281.34,3230.8614,1976.40925,,251.40244,1003.04971,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,563641.0,1.0,2021-03-11,2021-03-11,2021-04-08,2021-08-11,2021-05-28,2021-05-28,2.0,4140.67,8281.34,3230.8614,1976.40925,,251.40244,1003.04971,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,563635.0,1.0,2021-03-11,2021-03-11,2021-04-08,2021-08-23,2021-06-04,2021-06-04,2.0,4140.67,8281.34,3230.8614,1976.40925,,251.40244,1003.04971,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,563409.0,1.0,2021-02-18,2021-02-18,2021-04-08,2021-08-11,2021-06-04,2021-06-04,2.0,4140.67,8281.34,3230.8614,1976.40925,,251.40244,1003.04971,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,563510.0,1.0,2021-03-01,2021-03-01,2021-04-07,2021-09-23,2021-07-08,2021-07-08,2.0,4140.67,8281.34,3230.8614,1976.40925,,251.40244,1003.04971,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,563602.0,1.0,2021-03-10,2021-03-10,2021-04-07,2021-10-05,2021-07-16,2021-07-16,2.0,4140.67,8281.34,3230.8614,1976.40925,,251.40244,1003.04971,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,563636.0,1.0,2021-03-11,2021-03-11,2021-04-07,2021-10-19,2021-08-06,2021-08-06,2.0,4140.67,8281.34,3230.8614,1976.40925,,251.40244,1003.04971,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT440196-805,EMD T4 LH RAD SD70ACE STD PAL/PLY - FINAL ASSEMBLY 40250354,3,YTS-DOMESTIC,563198.0,1.0,2021-01-25,2021-01-25,2021-04-01,2021-06-07,2021-06-03,2021-06-03,1.0,13951.0,21732.0,18857.36003,12102.40865,,1296.65075,5458.30063,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT440499-803,CORE YTF 085 YTF 085 - XP CRATE,3,YTS-INTERNATIONAL,563191.0,1.0,2021-01-25,2021-01-25,2021-04-22,2021-05-31,2021-04-23,2021-04-30,8.0,14706.78,117654.24,12597.61851,9090.4282,,661.03988,2846.15043,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",
YT440499-803,CORE YTF 085 YTF 085 - XP CRATE,3,YTS-INTERNATIONAL,563193.0,1.0,2021-01-25,2021-01-25,2021-04-22,2021-07-15,2021-05-11,2021-05-11,8.0,14706.78,117654.24,12597.61851,9090.4282,,661.03988,2846.15043,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",
YT440499-803,CORE YTF 085 YTF 085 - XP CRATE,3,YTS-INTERNATIONAL,563132.0,1.0,2021-01-19,2021-01-19,2021-04-22,2021-08-05,2021-06-04,2021-06-04,8.0,14706.78,117654.24,12597.61851,9090.4282,,661.03988,2846.15043,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",
YT440499-803,CORE YTF 085 YTF 085 - XP CRATE,3,YTS-INTERNATIONAL,563272.0,1.0,2021-02-02,2021-02-02,2021-04-22,2021-08-26,2021-06-11,2021-06-11,8.0,14706.78,117654.24,12597.61851,9090.4282,,661.03988,2846.15043,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",
YT440499-803,CORE YTF 085 YTF 085 - XP CRATE,3,YTS-INTERNATIONAL,563583.0,1.0,2021-03-09,2021-03-09,2021-04-22,2021-10-12,2021-07-30,2021-08-06,8.0,14706.78,117654.24,12597.61851,9090.4282,,661.03988,2846.15043,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",
YT440499-803,CORE YTF 085 YTF 085 - XP CRATE,3,YTS-INTERNATIONAL,563755.0,1.0,2021-03-26,2021-03-26,2021-03-30,2021-11-08,2021-08-27,2021-09-03,8.0,13366.52,106932.16,12597.61851,9090.4282,,661.03988,2846.15043,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",
YT442054-099.00,O-RING .188 VG292-75,SD,YTS-INTERNATIONAL,563274.0,1.0,2021-02-02,2021-02-02,2021-04-22,2021-07-14,2021-05-07,2021-05-07,8.0,96.32,770.56,79.56,79.56,,,,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",
YT442054-099.00,O-RING .188 VG292-75,SD,YTS-INTERNATIONAL,562963.0,1.0,2020-12-22,2020-12-22,2021-02-05,2021-07-13,2021-05-07,2021-05-07,4.0,96.32,385.28,79.56,79.56,,,,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",
YT442054-099.00,O-RING .188 VG292-75,SD,YTS-INTERNATIONAL,562986.0,1.0,2020-12-28,2020-12-28,2021-02-05,2021-07-13,2021-05-07,2021-05-07,1.0,96.32,96.32,79.56,79.56,,,,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",
YT442054-099.00,O-RING .188 VG292-75,SD,YTS-INTERNATIONAL,562964.0,1.0,2020-12-22,2020-12-22,2021-02-05,2021-07-06,2021-05-07,2021-05-07,8.0,96.32,770.56,79.56,79.56,,,,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",
YT442054-099.00,O-RING .188 VG292-75,SD,YTS-INTERNATIONAL,563273.0,1.0,2021-02-02,2021-02-02,2021-04-22,2021-09-02,2021-06-29,2021-06-29,8.0,96.32,770.56,79.56,79.56,,,,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",
YT442054-099.00,O-RING .188 VG292-75,SD,YTS-INTERNATIONAL,563315.0,1.0,2021-02-08,2021-02-08,2021-02-09,2021-09-13,2021-07-08,2021-07-08,8.0,93.18,745.44,79.56,79.56,,,,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",
YT442054-099.00,O-RING .188 VG292-75,SD,YTS-INTERNATIONAL,563285.0,1.0,2021-02-04,2021-02-04,2021-04-22,2021-09-07,2021-07-09,2021-07-09,8.0,96.32,770.56,79.56,79.56,,,,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",
YT442054-099.00,O-RING .188 VG292-75,SD,YTS-INTERNATIONAL,563513.0,1.0,2021-03-01,2021-03-01,2021-03-01,2021-09-23,2021-07-20,2021-07-20,16.0,96.32,1541.12,79.56,79.56,,,,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",
YT442054-099.00,O-RING .188 VG292-75,SD,YTS-INTERNATIONAL,563514.0,1.0,2021-03-01,2021-03-01,2021-04-07,2021-12-14,2021-10-08,2021-10-08,8.0,96.32,770.56,79.56,79.56,,,,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",
YT442054-118.50,O-RING .188 VG292-75,SD,YTS-DOMESTIC,563719.0,1.0,2021-03-24,2021-03-24,2021-04-19,2021-04-26,2021-04-28,2021-04-28,20.0,135.0,2700.0,70.83,70.83,,,,,"WABTEC TRANSPORTATION SYSTEMS, LLC",6TH AVENUE AND 22ND STREET,"Huntington,WV 25703 - US",,
YT442054-118.50,O-RING .188 VG292-75,SD,YTS-DOMESTIC,563756.0,1.0,2021-03-26,2021-03-26,2021-03-26,2021-06-25,2021-06-18,2021-06-18,5.0,135.0,675.0,70.83,70.83,,,,,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 GERINGER STREET,"Cincinnati,OH 45223 - US",,
YT442054-118.50,O-RING .188 VG292-75,SD,YTS-DOMESTIC,563757.0,1.0,2021-03-26,2021-03-26,2021-03-26,2021-06-25,2021-06-18,2021-06-18,3.0,135.0,405.0,70.83,70.83,,,,,"WABTEC TRANSPORTATION SYSTEMS, LLC",SELKIRK NEW YORK CSC,DIESEL TERMINAL,"Selkirk,NY 12158 - US",
YT442054-124.00,O-RING .188 VG292-75,SD,YTS-DOMESTIC,563320.0,1.0,2021-02-08,2021-02-08,2021-02-09,2021-04-29,2021-04-23,2021-04-23,1.0,120.0,120.0,69.69,69.69,,,,,"WABTEC TRANSPORTATION SYSTEMS, LLC",6300 MUIRFIELD DRIVE,"HANOVER PARK,IL 60133-5462 - US",,
